rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species,name
1,12.0,001,3958,12,balsam fir,Abies,balsamea,Aitkin
2,12.0,003,1,12,balsam fir,Abies,balsamea,Anoka
3,12.0,005,1218,12,balsam fir,Abies,balsamea,Becker
4,12.0,007,5571,12,balsam fir,Abies,balsamea,Beltrami
5,12.0,017,3414,12,balsam fir,Abies,balsamea,Carlton
6,12.0,021,3631,12,balsam fir,Abies,balsamea,Cass
7,12.0,029,1526,12,balsam fir,Abies,balsamea,Clearwater
8,12.0,031,15579,12,balsam fir,Abies,balsamea,Cook
9,12.0,035,742,12,balsam fir,Abies,balsamea,Crow Wing
10,12.0,057,1325,12,balsam fir,Abies,balsamea,Hubbard
11,12.0,061,17087,12,balsam fir,Abies,balsamea,Itasca
12,12.0,065,43,12,balsam fir,Abies,balsamea,Kanabec
13,12.0,071,22408,12,balsam fir,Abies,balsamea,Koochiching
14,12.0,075,19671,12,balsam fir,Abies,balsamea,Lake
15,12.0,077,4010,12,balsam fir,Abies,balsamea,Lake of the Woods
16,12.0,087,140,12,balsam fir,Abies,balsamea,Mahnomen
17,12.0,089,260,12,balsam fir,Abies,balsamea,Marshall
18,12.0,095,10,12,balsam fir,Abies,balsamea,Mille Lacs
19,12.0,097,2,12,balsam fir,Abies,balsamea,Morrison
20,12.0,111,38,12,balsam fir,Abies,balsamea,Otter Tail
21,12.0,115,1185,12,balsam fir,Abies,balsamea,Pine
22,12.0,119,11,12,balsam fir,Abies,balsamea,Polk
23,12.0,135,993,12,balsam fir,Abies,balsamea,Roseau
24,12.0,137,44006,12,balsam fir,Abies,balsamea,Saint Louis
25,12.0,153,22,12,balsam fir,Abies,balsamea,Todd
26,12.0,159,87,12,balsam fir,Abies,balsamea,Wadena
27,12.0,163,12,12,balsam fir,Abies,balsamea,Washington
28,16.0,163,1,16,Fraser fir,Abies,fraseri,Washington
29,68.0,001,8,68,eastern redcedar,Juniperus,virginiana,Aitkin
30,68.0,003,17,68,eastern redcedar,Juniperus,virginiana,Anoka
31,68.0,009,25,68,eastern redcedar,Juniperus,virginiana,Benton
32,68.0,013,84,68,eastern redcedar,Juniperus,virginiana,Blue Earth
33,68.0,015,8,68,eastern redcedar,Juniperus,virginiana,Brown
34,68.0,019,71,68,eastern redcedar,Juniperus,virginiana,Carver
35,68.0,025,63,68,eastern redcedar,Juniperus,virginiana,Chisago
36,68.0,037,26,68,eastern redcedar,Juniperus,virginiana,Dakota
37,68.0,039,4,68,eastern redcedar,Juniperus,virginiana,Dodge
38,68.0,045,129,68,eastern redcedar,Juniperus,virginiana,Fillmore
39,68.0,049,155,68,eastern redcedar,Juniperus,virginiana,Goodhue
40,68.0,053,29,68,eastern redcedar,Juniperus,virginiana,Hennepin
41,68.0,055,374,68,eastern redcedar,Juniperus,virginiana,Houston
42,68.0,059,35,68,eastern redcedar,Juniperus,virginiana,Isanti
43,68.0,067,135,68,eastern redcedar,Juniperus,virginiana,Kandiyohi
44,68.0,079,19,68,eastern redcedar,Juniperus,virginiana,Le Sueur
45,68.0,085,5,68,eastern redcedar,Juniperus,virginiana,McLeod
46,68.0,095,3,68,eastern redcedar,Juniperus,virginiana,Mille Lacs
47,68.0,097,161,68,eastern redcedar,Juniperus,virginiana,Morrison
48,68.0,109,89,68,eastern redcedar,Juniperus,virginiana,Olmsted
49,68.0,121,3,68,eastern redcedar,Juniperus,virginiana,Pope
50,68.0,127,230,68,eastern redcedar,Juniperus,virginiana,Redwood
51,68.0,131,7,68,eastern redcedar,Juniperus,virginiana,Rice
52,68.0,137,9,68,eastern redcedar,Juniperus,virginiana,Saint Louis
53,68.0,139,31,68,eastern redcedar,Juniperus,virginiana,Scott
54,68.0,141,46,68,eastern redcedar,Juniperus,virginiana,Sherburne
55,68.0,143,10,68,eastern redcedar,Juniperus,virginiana,Sibley
56,68.0,145,57,68,eastern redcedar,Juniperus,virginiana,Stearns
57,68.0,151,18,68,eastern redcedar,Juniperus,virginiana,Swift
58,68.0,153,2,68,eastern redcedar,Juniperus,virginiana,Todd
59,68.0,157,91,68,eastern redcedar,Juniperus,virginiana,Wabasha
60,68.0,163,87,68,eastern redcedar,Juniperus,virginiana,Washington
61,68.0,169,88,68,eastern redcedar,Juniperus,virginiana,Winona
62,68.0,171,64,68,eastern redcedar,Juniperus,virginiana,Wright
63,68.0,173,56,68,eastern redcedar,Juniperus,virginiana,Yellow Medicine
64,70.0,001,1,70,larch spp.,Larix,spp.,Aitkin
65,70.0,007,1,70,larch spp.,Larix,spp.,Beltrami
66,70.0,061,1,70,larch spp.,Larix,spp.,Itasca
67,70.0,075,1,70,larch spp.,Larix,spp.,Lake
68,71.0,001,6780,71,tamarack,Larix,laricina,Aitkin
69,71.0,003,89,71,tamarack,Larix,laricina,Anoka
70,71.0,005,1526,71,tamarack,Larix,laricina,Becker
71,71.0,007,6662,71,tamarack,Larix,laricina,Beltrami
72,71.0,017,1402,71,tamarack,Larix,laricina,Carlton
73,71.0,019,2,71,tamarack,Larix,laricina,Carver
74,71.0,021,3146,71,tamarack,Larix,laricina,Cass
75,71.0,025,110,71,tamarack,Larix,laricina,Chisago
76,71.0,029,832,71,tamarack,Larix,laricina,Clearwater
77,71.0,031,275,71,tamarack,Larix,laricina,Cook
78,71.0,035,743,71,tamarack,Larix,laricina,Crow Wing
79,71.0,041,79,71,tamarack,Larix,laricina,Douglas
80,71.0,057,534,71,tamarack,Larix,laricina,Hubbard
81,71.0,059,221,71,tamarack,Larix,laricina,Isanti
82,71.0,061,5901,71,tamarack,Larix,laricina,Itasca
83,71.0,065,123,71,tamarack,Larix,laricina,Kanabec
84,71.0,071,14150,71,tamarack,Larix,laricina,Koochiching
85,71.0,075,1564,71,tamarack,Larix,laricina,Lake
86,71.0,077,7863,71,tamarack,Larix,laricina,Lake of the Woods
87,71.0,087,104,71,tamarack,Larix,laricina,Mahnomen
88,71.0,089,158,71,tamarack,Larix,laricina,Marshall
89,71.0,095,264,71,tamarack,Larix,laricina,Mille Lacs
90,71.0,097,487,71,tamarack,Larix,laricina,Morrison
91,71.0,111,526,71,tamarack,Larix,laricina,Otter Tail
92,71.0,115,917,71,tamarack,Larix,laricina,Pine
93,71.0,119,120,71,tamarack,Larix,laricina,Polk
94,71.0,135,1657,71,tamarack,Larix,laricina,Roseau
95,71.0,137,11873,71,tamarack,Larix,laricina,Saint Louis
96,71.0,145,137,71,tamarack,Larix,laricina,Stearns
97,71.0,153,215,71,tamarack,Larix,laricina,Todd
98,71.0,159,158,71,tamarack,Larix,laricina,Wadena
99,71.0,163,8,71,tamarack,Larix,laricina,Washington
100,91.0,157,24,91,Norway spruce,Picea,abies,Wabasha
101,91.0,163,1,91,Norway spruce,Picea,abies,Washington
102,94.0,001,417,94,white spruce,Picea,glauca,Aitkin
103,94.0,003,20,94,white spruce,Picea,glauca,Anoka
104,94.0,005,257,94,white spruce,Picea,glauca,Becker
105,94.0,007,997,94,white spruce,Picea,glauca,Beltrami
106,94.0,009,18,94,white spruce,Picea,glauca,Benton
107,94.0,015,2,94,white spruce,Picea,glauca,Brown
108,94.0,017,504,94,white spruce,Picea,glauca,Carlton
109,94.0,021,535,94,white spruce,Picea,glauca,Cass
110,94.0,029,314,94,white spruce,Picea,glauca,Clearwater
111,94.0,031,3829,94,white spruce,Picea,glauca,Cook
112,94.0,035,91,94,white spruce,Picea,glauca,Crow Wing
113,94.0,037,12,94,white spruce,Picea,glauca,Dakota
114,94.0,041,9,94,white spruce,Picea,glauca,Douglas
115,94.0,049,21,94,white spruce,Picea,glauca,Goodhue
116,94.0,051,21,94,white spruce,Picea,glauca,Grant
117,94.0,057,248,94,white spruce,Picea,glauca,Hubbard
118,94.0,059,59,94,white spruce,Picea,glauca,Isanti
119,94.0,061,1710,94,white spruce,Picea,glauca,Itasca
120,94.0,065,80,94,white spruce,Picea,glauca,Kanabec
121,94.0,067,38,94,white spruce,Picea,glauca,Kandiyohi
122,94.0,071,2933,94,white spruce,Picea,glauca,Koochiching
123,94.0,075,3143,94,white spruce,Picea,glauca,Lake
124,94.0,077,374,94,white spruce,Picea,glauca,Lake of the Woods
125,94.0,079,2,94,white spruce,Picea,glauca,Le Sueur
126,94.0,085,3,94,white spruce,Picea,glauca,McLeod
127,94.0,087,97,94,white spruce,Picea,glauca,Mahnomen
128,94.0,089,24,94,white spruce,Picea,glauca,Marshall
129,94.0,095,15,94,white spruce,Picea,glauca,Mille Lacs
130,94.0,097,45,94,white spruce,Picea,glauca,Morrison
131,94.0,099,86,94,white spruce,Picea,glauca,Mower
132,94.0,111,153,94,white spruce,Picea,glauca,Otter Tail
133,94.0,115,191,94,white spruce,Picea,glauca,Pine
134,94.0,119,5,94,white spruce,Picea,glauca,Polk
135,94.0,135,370,94,white spruce,Picea,glauca,Roseau
136,94.0,137,4282,94,white spruce,Picea,glauca,Saint Louis
137,94.0,141,22,94,white spruce,Picea,glauca,Sherburne
138,94.0,145,15,94,white spruce,Picea,glauca,Stearns
139,94.0,153,16,94,white spruce,Picea,glauca,Todd
140,94.0,157,51,94,white spruce,Picea,glauca,Wabasha
141,94.0,159,32,94,white spruce,Picea,glauca,Wadena
142,94.0,163,2,94,white spruce,Picea,glauca,Washington
143,94.0,169,11,94,white spruce,Picea,glauca,Winona
144,95.0,001,5548,95,black spruce,Picea,mariana,Aitkin
145,95.0,005,408,95,black spruce,Picea,mariana,Becker
146,95.0,007,5011,95,black spruce,Picea,mariana,Beltrami
147,95.0,017,1612,95,black spruce,Picea,mariana,Carlton
148,95.0,021,1412,95,black spruce,Picea,mariana,Cass
149,95.0,029,334,95,black spruce,Picea,mariana,Clearwater
150,95.0,031,6723,95,black spruce,Picea,mariana,Cook
151,95.0,035,325,95,black spruce,Picea,mariana,Crow Wing
152,95.0,041,4,95,black spruce,Picea,mariana,Douglas
153,95.0,057,447,95,black spruce,Picea,mariana,Hubbard
154,95.0,059,199,95,black spruce,Picea,mariana,Isanti
155,95.0,061,10589,95,black spruce,Picea,mariana,Itasca
156,95.0,065,49,95,black spruce,Picea,mariana,Kanabec
157,95.0,071,36733,95,black spruce,Picea,mariana,Koochiching
158,95.0,075,16955,95,black spruce,Picea,mariana,Lake
159,95.0,077,8662,95,black spruce,Picea,mariana,Lake of the Woods
160,95.0,087,9,95,black spruce,Picea,mariana,Mahnomen
161,95.0,089,312,95,black spruce,Picea,mariana,Marshall
162,95.0,095,170,95,black spruce,Picea,mariana,Mille Lacs
163,95.0,097,2,95,black spruce,Picea,mariana,Morrison
164,95.0,111,10,95,black spruce,Picea,mariana,Otter Tail
165,95.0,115,1733,95,black spruce,Picea,mariana,Pine
166,95.0,135,1033,95,black spruce,Picea,mariana,Roseau
167,95.0,137,39245,95,black spruce,Picea,mariana,Saint Louis
168,95.0,159,52,95,black spruce,Picea,mariana,Wadena
169,96.0,041,2,96,blue spruce,Picea,pungens,Douglas
170,96.0,049,3,96,blue spruce,Picea,pungens,Goodhue
171,96.0,085,5,96,blue spruce,Picea,pungens,McLeod
172,96.0,137,1,96,blue spruce,Picea,pungens,Saint Louis
173,96.0,141,4,96,blue spruce,Picea,pungens,Sherburne
174,105.0,001,209,105,jack pine,Pinus,banksiana,Aitkin
175,105.0,003,6,105,jack pine,Pinus,banksiana,Anoka
176,105.0,005,1120,105,jack pine,Pinus,banksiana,Becker
177,105.0,007,2853,105,jack pine,Pinus,banksiana,Beltrami
178,105.0,009,18,105,jack pine,Pinus,banksiana,Benton
179,105.0,017,80,105,jack pine,Pinus,banksiana,Carlton
180,105.0,021,4266,105,jack pine,Pinus,banksiana,Cass
181,105.0,029,505,105,jack pine,Pinus,banksiana,Clearwater
182,105.0,031,2064,105,jack pine,Pinus,banksiana,Cook
183,105.0,035,2026,105,jack pine,Pinus,banksiana,Crow Wing
184,105.0,037,96,105,jack pine,Pinus,banksiana,Dakota
185,105.0,049,4,105,jack pine,Pinus,banksiana,Goodhue
186,105.0,057,4606,105,jack pine,Pinus,banksiana,Hubbard
187,105.0,059,5,105,jack pine,Pinus,banksiana,Isanti
188,105.0,061,2639,105,jack pine,Pinus,banksiana,Itasca
189,105.0,065,4,105,jack pine,Pinus,banksiana,Kanabec
190,105.0,071,2098,105,jack pine,Pinus,banksiana,Koochiching
191,105.0,075,3723,105,jack pine,Pinus,banksiana,Lake
192,105.0,077,2259,105,jack pine,Pinus,banksiana,Lake of the Woods
193,105.0,087,130,105,jack pine,Pinus,banksiana,Mahnomen
194,105.0,095,157,105,jack pine,Pinus,banksiana,Mille Lacs
195,105.0,097,124,105,jack pine,Pinus,banksiana,Morrison
196,105.0,111,25,105,jack pine,Pinus,banksiana,Otter Tail
197,105.0,115,654,105,jack pine,Pinus,banksiana,Pine
198,105.0,119,8,105,jack pine,Pinus,banksiana,Polk
199,105.0,135,1169,105,jack pine,Pinus,banksiana,Roseau
200,105.0,137,8062,105,jack pine,Pinus,banksiana,Saint Louis
201,105.0,141,12,105,jack pine,Pinus,banksiana,Sherburne
202,105.0,153,168,105,jack pine,Pinus,banksiana,Todd
203,105.0,159,2290,105,jack pine,Pinus,banksiana,Wadena
204,122.0,009,30,122,ponderosa pine,Pinus,ponderosa,Benton
205,122.0,059,11,122,ponderosa pine,Pinus,ponderosa,Isanti
206,125.0,001,755,125,red pine,Pinus,resinosa,Aitkin
207,125.0,003,228,125,red pine,Pinus,resinosa,Anoka
208,125.0,005,568,125,red pine,Pinus,resinosa,Becker
209,125.0,007,1807,125,red pine,Pinus,resinosa,Beltrami
210,125.0,009,251,125,red pine,Pinus,resinosa,Benton
211,125.0,017,930,125,red pine,Pinus,resinosa,Carlton
212,125.0,021,4291,125,red pine,Pinus,resinosa,Cass
213,125.0,025,186,125,red pine,Pinus,resinosa,Chisago
214,125.0,029,445,125,red pine,Pinus,resinosa,Clearwater
215,125.0,031,1650,125,red pine,Pinus,resinosa,Cook
216,125.0,035,1772,125,red pine,Pinus,resinosa,Crow Wing
217,125.0,037,40,125,red pine,Pinus,resinosa,Dakota
218,125.0,045,28,125,red pine,Pinus,resinosa,Fillmore
219,125.0,049,16,125,red pine,Pinus,resinosa,Goodhue
220,125.0,051,26,125,red pine,Pinus,resinosa,Grant
221,125.0,055,143,125,red pine,Pinus,resinosa,Houston
222,125.0,057,2753,125,red pine,Pinus,resinosa,Hubbard
223,125.0,059,262,125,red pine,Pinus,resinosa,Isanti
224,125.0,061,5673,125,red pine,Pinus,resinosa,Itasca
225,125.0,065,50,125,red pine,Pinus,resinosa,Kanabec
226,125.0,067,20,125,red pine,Pinus,resinosa,Kandiyohi
227,125.0,071,1698,125,red pine,Pinus,resinosa,Koochiching
228,125.0,075,2331,125,red pine,Pinus,resinosa,Lake
229,125.0,077,400,125,red pine,Pinus,resinosa,Lake of the Woods
230,125.0,087,250,125,red pine,Pinus,resinosa,Mahnomen
231,125.0,089,4,125,red pine,Pinus,resinosa,Marshall
232,125.0,095,13,125,red pine,Pinus,resinosa,Mille Lacs
233,125.0,097,642,125,red pine,Pinus,resinosa,Morrison
234,125.0,109,18,125,red pine,Pinus,resinosa,Olmsted
